name,description
Shipwright,"Shipwright You have sailed into war on the decks of great ships, patching their hulls with soup bowls and prayers. You once helped build a fishing vessel that single-handedly saved a town from starvation. You have seen a majestic prow in your dreams that you have not been able to replicate in wood. Since childhood, you have loved the water and have been captivated by the many vessels that travel on it. Skill Proficiencies: History, Perception Tool Proficiencies: Carpenter’s tools, vehicles (water) Equipment: A set of well-loved carpenter’s tools, a blank book, 1 ounce of ink, an ink pen, a set of traveler’s clothes, and a leather pouch with 10 gp Feature: I’ll Patch It! Provided you have carpenter’s tools and wood, you can perform repairs on a water vehicle. When you use this ability, you restore a number of hit points to the hull of a water vehicle equal to 5 × your proficiency modifier. A vehicle cannot be patched by you in this way again until after it has been pulled ashore and fully repaired. Life at Sea Your life at sea and in port has shaped you; you can roll on the following table to determine its impact or choose an element that best fits your character. d6 Influence 1 Grand Designs. You are working on plans and schematics for a new, very fast ship. You must examine as many different kinds of vessels as possible to help ensure the success of your design. 2 Solid and Sound. You patched up a war galley and prevented it from sinking. The local navy regards you as a friend. 3 Favored. You insisted on thicker planking for a merchant vessel’s hull, which saved it from sinking when it smashed against a reef. You have a standing invitation to visit the merchant’s distant mansion. 4 Master of Armaments. You specialized in designing and mounting defenses for the navy. You easily recognize and determine the quality of such items. 5 Low Places. You have contacts in the smuggling outfits along the coast; you occasionally repair the criminals’ ships in exchange for coin and favors. 6 Mysteries of the Deep. You experienced an encounter with a possibly divine being while sailing alone. Work with your DM to determine the secret about the deep waters of the sea that this entity revealed to you. Suggested Characteristics Shipwrights are resourceful carpenters and designers. They often have a dedicated spot at the local tavern, since shipwrights are invaluable to coastal communities. Some travel with naval fleets and might serve as officers if their temperament suits it. Shipwrights have an affinity for working with their hands and often perform feats of carpentry that others might deem miraculous. Shipwright Personality Traits d8 Personality Trait 1 I love talking and being heard more than I like to listen. 2 I’m extremely fond of puzzles. 3 I thrive under pressure. 4 I love sketching and designing objects, especially boats. 5 I’m not afraid of hard work—in fact, I prefer it. 6 A pipe, an ale, and the smell of the sea: paradise. 7 I have an endless supply of cautionary tales related to the sea. 8 I don’t mind getting my hands dirty. Shipwright Ideals d6 Ideal 1 Crew. If everyone on deck pitches in, we’ll never sink. (Good) 2 Careful Lines. A ship must be balanced according to the laws of the universe. (Lawful) 3 Invention. Make what you need out of whatever is at hand. (Chaotic) 4 Perfection. To measure a being and find it lacking is the greatest disappointment. (Evil) 5 Reflection. Muddied water always clears in time. (Any) 6 Hope. The horizon at sea holds the greatest promise. (Any) Shipwright Bonds d6 Bond 1 I must visit all the oceans of the world and behold the ships that sail there. 2 Much of the treasure I claim will be used to enrich my community. 3 I must find a kind of wood rumored to possess magical qualities. 4 I repair broken things to redeem what’s broken in myself. 5 I will craft a boat capable of sailing through the most dangerous of storms. 6 A kraken destroyed my masterpiece; its teeth shall adorn my hearth. Shipwright Flaws d6 Flaw 1 I don’t know when to throw something away. You never know when it might be useful again. 2 I get frustrated to the point of distraction by shoddy craftsmanship. 3 Though I am an excellent crafter, my work tends to look as though it belongs on a ship. 4 I am so obsessed with sketching my ideas for elaborate inventions that I sometimes forget little thing like eating and sleeping. 5 I’m judgmental of those who are not skilled with tools of some kind. 6 I sometimes take things that don’t belong to me, especially if they are very well made. Saltmarsh Ties Ships make Saltmarsh’s economy run. You have contacts with one of the following leaders in town. Choose or roll on the table. d6 Contact 1–2 Eda Oweland 3–4 Gellan Primewater 5–6 Anders Solmor"
Silverquill Student,"You have spent years practicing your writing and oration in the hope of becoming a student of Silverquill College. Your studies focus on language, literature, and the power of words, both magical and otherwise. The metaphorical power of words to illuminate or conceal is joined with the literal ability of magic to do the same in your academic pursuits. Skill Proficiencies: Intimidation, Persuasion Languages: Two of your choice Equipment: A bottle of black ink, an ink pen, a book of poetry, a school uniform, and a pouch containing 15 gp Feature: Silverquill Initiate You gain the Strixhaven Initiate feat and must choose Silverquill within it. In addition, if you have the Spellcasting or Pact Magic feature, the spells on the Silverquill Spells table are added to the spell list of your spellcasting class. (If you are a multiclass character with multiple spell lists, these spells are added to all of them.) Silverquill Spells Spell Level Spells 1st Dissonant Whispers , Silvery Barbs 2nd Calm Emotions , Darkness 3rd Beacon of Hope , Daylight 4th Compulsion , Confusion 5th Dominate Person , Rary’s Telepathic Bond Consider customizing how your spells look when you cast them. Your Silverquill spells might be accompanied by visual effects resembling splotches of ink or radiating ripples of golden light. Any auditory effects of your spells often sound like amplified echoes of your own voice speaking the spells’ verbal components—even amid the crash of lightning or a fiery eruption. Building a Silverquill Character Many bards find a home in Silverquill, putting the power of their voices to use with Silverquill magic. Wizards (especially those who study the Schools of Illusion and Enchantment) are common in Silverquill, as are warlocks. Clerics with the Divine Domains of Light and Trickery also fit in well among the mages of Silverquill. A number of both paladins and rogues attend Silverquill College as well, highlighting the diversity of the student body. Suggested Characteristics. With the college’s intense standards looming over them, Silverquill students range from cocky and cutthroat to overwhelmed perfectionists. The Silverquill Personality Traits table suggests a variety of traits you might adopt for your character. Silverquill Personality Traits d6 Personality Trait 1 I’ll say whatever I need to in order to maintain my high social status. 2 I prefer saying the blunt truth over a pretty lie, and I don’t particularly care whose feelings I hurt. 3 I believe that uplifting my peers is the best way to succeed. 4 I’ve mastered the art of using humor as a defense, and I always have a charming joke ready. 5 I always wait before speaking, analyzing the situation for whichever angle is most advantageous to my goals. 6 No one knows about the all-nighters I’ve pulled to keep my magic looking effortless, and I’m going to keep it that way. Silverquill Trinkets. When you make your character, you may roll once on the Silverquill Trinkets table, instead of on the Trinkets table in the Player’s Handbook , for your starting trinket. Silverquill Trinkets d6 Trinket 1 A black leather notebook filled with half-finished poems 2 A set of flashcards detailing different colloquialisms and their meanings 3 A canteen that makes any liquid drunk from it taste sweet 4 A forged permission slip granting access to the special archives of Strixhaven’s libraries 5 A stylish silver pin that references a famous series of novels about warlocks 6 A stack of small pieces of parchment, each enchanted to stick to whatever surface it’s pressed against and peel off easily"
Simic Scientist,"Imagine a perfect world: one in which nature and civilization exist in harmony, adapted to each other; one in which life is shaped to match its environment and the environment is shaped to match life. That’s the world you have been trying to grow in the laboratories of the Simic Combine . Nature is all about adaptation, evolution, and balance—but for it to keep up with the pace of advancing civilization, nature needs some help from biomancers and terraformers. If, along the way, you happen to create super-soldiers and mutant monsters that can bolster the combine’s defenses against the schemes and ambitions of the other guilds, so much the better. Skill Proficiencies: Arcana, Medicine Languages: Two of your choice Equipment: A Simic insignia, a set of commoner’s clothes, a book of research notes, an ink pen, a bottle of squid ink, a flask of oil (made from blubber), a vial of acid (derived from digestive juices), a vial of fish scales, a vial of seaweed, a vial of jellyfish stingers, a glass bottle of unidentified slime, and a belt pouch containing 10 gp (Azorius 1-zino coins) Clades and Projects As a Simic researcher, you are part of a clade—a diverse group of individuals combining disparate talents in pursuit of a common goal—or a researcher on a specialized, short-term project focused on addressing an immediate need. You can roll a d6 or choose from the options in the Research Options table to determine your area of research. Research Options d6 Clade/Project 1 Hull Clade, focused on protection and durability 2 Fin Clade, focused on movement 3 Gyre Clade, focused on cyclical patterns and metamagic 4 Guardian Project, focused on creating guard monsters and super soldiers 5 Crypsis Project, focused on intelligence and counterintelligence 6 Independent research in a new area Feature: Researcher When you attempt to learn or recall a magical or scientific fact, if you don’t know that information, you know where and from whom you can obtain it. Usually, this information comes from a Simic laboratory, or sometimes from an Izzet facility, a library, a university, or an independent scholar or other learned person or creature. Knowing where the information can be found doesn’t automatically enable you to learn it; you might need to offer bribes, favors, or other incentives to induce people to reveal their secrets. Your DM might rule that the knowledge you seek is secreted away in an inaccessible place, or that it simply can’t be found. Unearthing the deepest secrets of the multiverse can require an adventure or even a whole campaign. Simic Guild Spells Prerequisite: Spellcasting or Pact Magic class feature For you, the spells on the Simic Guild Spells table are added to the spell list of your spellcasting class. (If you are a multiclass character with multiple spell lists, these spells are added to all of them.) Simic Guild Spells Spell Level Spells Cantrip acid splash, druidcraft 1st detect poison and disease, expeditious retreat, jump 2nd alter self, enhance ability, enlarge/reduce 3rd gaseous form, water breathing, wind wall 4th freedom of movement, polymorph 5th creation When your magic causes physical alterations in yourself or others, the result often displays the characteristics of fish, amphibians, or other water-dwelling creatures. Blue-green eddies of magical energy sometimes accompany your spellcasting, forming spirals that reflect the mathematical perfection of nature. Suggested Characteristics The bizarre science of the Simic Combine attracts a certain type of personality and encompasses a set of beliefs about the nature of life. Simic members’ bonds and flaws derive from their scientific research—including their creation of new life forms, which they can become very attached to. Personality Traits d8 Personality Trait 1 I can’t wait to see what I become next! 2 I am convinced that everything inclines toward constant improvement. 3 I’m eager to explain every detail of my most intricate experiments and theories to anyone who shows the least bit of interest. 4 I assume that everyone needs even the most basic concepts explained to them. 5 I describe everything that happens as if it were going into my research notes (and it often is). 6 I am insatiably curious about the seemingly infinite forms and adaptations of life. 7 I can’t resist prying into anything forbidden, since it must be terribly interesting. 8 I employ a highly technical vocabulary to avoid imprecision and ambiguity in my communication. Ideals d6 Ideal 1 Guild. My guild is all that really matters. (Any) 2 Change. All life is meant to progress toward perfection, and our work is to hurry it along—no matter what must be upended along the way. (Chaotic) 3 Knowledge. Understanding the world is more important than what you do with your knowledge. (Neutral) 4 Greater Good. I want to reshape the world into higher forms of life so that all can enjoy evolution. (Good) 5 Logic. It’s foolish to let emotions and principles interfere with the conclusions of logic. (Lawful) 6 Superiority. My vast intellect and strength are directed toward increasing my sway over others. (Evil) Bonds d6 Bond 1 I helped create a krasis that I love like a pet and would carry with me everywhere … except it’s the size of a building, and it might eat me. 2 In my laboratory, I discovered something that I think could eliminate half the life on Ravnica. 3 The other researchers in my clade are my family—a big, eccentric family including members and parts of many species. 4 The laboratory where I did my research contains everything that is precious to me. 5 I will get revenge on the shortsighted fool who killed my precious krasis creation. 6 Everything I do is an attempt to impress someone I love. Flaws d6 Flaw 1 I have a rather embarrassing mutation that I do everything I can to keep hidden. 2 I’m more interested in taking notes on monstrous anatomy than in fighting monsters. 3 Every social situation I’m in seems to lead to my asking rude personal questions. 4 I’m supremely confident in my ability to adapt to any situation and handle any danger. 5 I’ll take any risk to earn recognition for my scientific brilliance. 6 I have a tendency to take shortcuts in my research and any other tasks I have to complete."
Smuggler,"Smuggler On a rickety barge, you carried a hundred longswords in fish barrels right past the dock master’s oblivious lackeys. You have paddled a riverboat filled with stolen elven wine under the gaze of the moon and sold it for twice its value in the morning. In your more charitable times, you have transported innocents out of war zones or helped guide herd animals to safety on the banks of a burning river. Skill Proficiencies: Athletics, Deception Tool Proficiencies: Vehicles (water) Equipment: A fancy leather vest or a pair of leather boots, a set of common clothes, and a leather pouch with 15 gp Feature: Down Low You are acquainted with a network of smugglers who are willing to help you out of tight situations. While in a particular town, city, or other similarly sized community (DM’s discretion), you and your companions can stay for free in safe houses. Safe houses provide a poor lifestyle. While staying at a safe house, you can choose to keep your presence (and that of your companions) a secret. Claim to Fame Every smuggler has that one tale that sets them apart from common criminals. By wits, sailing skill, or a silver tongue, you lived to tell the story—and you tell it often. You can roll on the following table to determine your claim or choose one that best fits your character. d6 Accomplishment 1 Spirit of the Whale. You smuggled stolen dwarven spirits in the body of a dead whale being pulled behind a fishing boat. When you delivered the goods, the corpse suddenly exploded, sending whale meat and whiskey bottles for half a mile. 2 Cart and Sword. You drove a cart filled with stolen art through the middle of a battlefield while singing sea shanties to confuse the combatants. 3 The Recruit. You enlisted in another nation’s navy for the purpose of smuggling stolen jewels to a distant port. You attained a minor rank before disappearing from the navy and making your way here. 4 River of Shadows. Your riverboat accidentally slipped through the veil into the Shadowfell for several hours. While you were there, you sold some stolen dragonborn artifacts before returning to this plane and paddling home. 5 Gold-Hearted. You agreed to transport a family escaping a war. The baby began to cry at a checkpoint, and you gave the guards all your gold to let you pass. The family never found out about this gesture. 6 Playing Both Sides. You once smuggled crates of crossbow bolts and bundles of arrows, each destined for an opposing side in a regional war, at the same time. The buyers arrived within moments of each other but did not discover your trickery. Suggested Characteristics In general, smugglers value survival, and then profit, above other things. One could be a part of a larger organization, or might run a small smuggling vessel of their own. Smugglers live the lies they have told, and they have a natural ability to recall all the falsehoods and half-truths they have ever spouted. Smuggler Personality Traits d8 Personality Trait 1 I love being on the water but hate fishing. 2 I think of everything in terms of monetary value. 3 I never stop smiling. 4 Nothing rattles me; I have a lie for every occasion. 5 I love gold but won’t cheat a friend. 6 I enjoy doing things others believe to be impossible. 7 I become wistful when I see the sun rise over the ocean. 8 I am no common criminal; I am a mastermind. Smuggler Ideals d6 Ideal 1 Wealth. Heaps of coins in a secure vault is all I dream of. (Any) 2 Smuggler’s Code. I uphold the unwritten rules of the smugglers, who do not cheat one another or directly harm innocents. (Lawful) 3 All for a Coin. I’ll do nearly anything if it means I turn a profit. (Evil) 4 Peace and Prosperity. I smuggle only to achieve a greater goal that benefits my community. (Good) 5 People. For all my many lies, I place a high value on friendship. (Any) 6 Daring. I am most happy when risking everything. (Any) Smuggler Bonds d6 Bond 1 My vessel was stolen from me, and I burn with the desire to recover it. 2 I intend to become the leader of the network of smugglers that I belong to. 3 I owe a debt that cannot be repaid in gold. 4 After one last job, I will retire from the business. 5 I was tricked by a fellow smuggler who stole something precious from me. I will find that thief. 6 I give most of my profits to a charitable cause, and I don’t like to brag about it. Smuggler Flaws d6 Flaw 1 Lying is reflexive, and I sometimes engage in it without realizing. 2 I tend to assess my relationships in terms of profit and loss. 3 I believe everyone has a price and am cynical toward those who present themselves as virtuous. 4 I struggle to trust the words of others. 5 Few people know the real me. 6 Though I act charming, I feel nothing for others and don’t know what friendship is. Saltmarsh Ties It’s an open secret, at least among the old-timers in town, that Gellan Primewater runs the biggest smuggling operation in this section of the coast. You have contacts with him and his organization, enabling you to request an audience with him as necessary."
Soldier,"War has long been your life. You might have been part of a national army or a mercenary company, or perhaps a member of a local militia. When you choose this background, work with your DM to determine which military organization you were a part of, how far through its ranks you progressed, and what kind of experiences you had during your military career. Skill Proficiencies: Athletics, Intimidation Tool Proficiencies: One type of gaming set, vehicles (land) Equipment: An insignia of rank, a trophy taken from a fallen enemy (a dagger, broken blade, or piece of a banner), a set of bone dice or deck of cards, a set of common clothes, and a pouch containing 10 gp Specialty During your time as a soldier, you had a specific role to play in your unit or army. Roll a d8 or choose from the options in the table below to determine your role: d8 Specialty d8 Specialty 1 Officer 5 Heal⁠er 2 Sc⁠out 6 Quartermaster 3 Infantry 7 Standard bearer 4 Cavalry 8 Support staff (cook, blacksmith, or the like) Feature: Military Rank You have a military rank from your career as a soldier. Soldiers loyal to your former military organization still recognize your authority and influence, and they defer to you if they are of a lower rank. You can invoke your rank to exert influence over other soldiers and requisition simple equipment or horses for temporary use. You can also usually gain access to friendly military encampments and fortresses where your rank is recognized. Suggested Characteristics The horrors of war combined with the rigid discipline of military service leave their mark on all soldiers, shaping their ideals, creating strong bonds, and often leaving them scarred and vulnerable to fear, shame, and hat⁠red. d8 Personality Trait 1 I’m always polite and respectful. 2 I’m haunted by memories of war. I can’t get the images of violence out of my mind. 3 I’ve lost too many friends, and I’m slow to make new ones. 4 I’m full of inspiring and cautionary tales from my military experience relevant to almost every com⁠bat situation. 5 I can stare down a hell hound without flinching. 6 I enjoy being strong and like breaking things. 7 I have a crude sense of humor. 8 I face problems head-on. A simple, direct solution is the best path to success. d6 Ideal 1 Greater Good. Our lot is to lay down our lives in defense of others. (Good) 2 Responsibility. I do what I must and obey just authority. (Lawful) 3 Independence. When people follow orders blindly, they embrace a kind of tyranny. (Chaotic) 4 Might. In life as in war, the stronger force wins. (Evil) 5 Live and Let Live. Ideals aren’t worth killing over or going to war for. (Neutral) 6 Nation. My city, nation, or people are all that matter. (Any) d6 Bond 1 I would still lay down my life for the people I served with. 2 Someone saved my life on the battlefield. To this day, I will never leave a friend behind. 3 My honor is my life. 4 I’ll never forget the crushing defeat my company suffered or the enemies who dealt it. 5 Those who fight beside me are those worth dying for. 6 I fight for those who cannot fight for themselves. d6 Flaw 1 The monstrous enemy we faced in battle still leaves me quivering with fear. 2 I have little respect for anyone who is not a proven warrior. 3 I made a terrible mistake in battle that cost many lives, and I would do anything to keep that mistake secret. 4 My hat⁠red of my enemies is blind and unreasoning. 5 I obey the law, even if the law causes misery. 6 I’d rather eat my armor than admit when I’m wrong."
Urban Bounty Hunter,"Before you became an adventurer, your life was already full of conflict and excitement, because you made a living tracking down people for pay. Unlike some people who collect bounties, though, you aren’t a savage who follows quarry into or through the wilderness. You’re involved in a lucrative trade, in the place where you live, that routinely tests your skills and survival instincts. What’s more, you aren’t alone, as a bounty hunter in the wild would be: you routinely interact with both the criminal subculture and other bounty hunters, maintaining contacts in both areas to help you succeed. You might be a cunning thief-catcher, prowling the rooftops to catch one of the myriad burglars of the city. Perhaps you are someone who has your ear to the street, aware of the doings of thieves’ guilds and street gangs. You might be a “velvet mask” bounty hunter, one who blends in with high society and noble circles in order to catch the criminals that prey on the rich, whether pickpockets or con artists. The community where you plied your trade might have been one of Faerûn’s great metropolises, such as Waterdeep or Baldur’s Gate, or a less populous location, perhaps Luskan or Yartar—any place that’s large enough to have a steady supply of potential quarries. As a member of an adventuring party, you might find it more difficult to pursue a personal agenda that doesn’t fit with the group’s objectives—but on the other hand, you can take down much more formidable targets with the help of your companions. Skill Proficiencies: Choose two from among Deception, Insight, Persuasion, and Stealth Tool Proficiencies: Choose two from among one type of gaming set, one musical instrument, and thieves’ tools Equipment: A set of clothes appropriate to your duties and a pouch containing 20 gp Feature: Ear to the Ground You are in frequent contact with people in the segment of society that your chosen quarries move through. These people might be associated with the criminal underworld, the rough-and-tumble folk of the streets, or members of high society. This connection comes in the form of a contact in any city you visit, a person who provides information about the people and places of the local area. Suggested Characteristics Use the tables for the criminal background in the Player’s Handbook as the basis for your bounty hunter’s traits and motivations, modifying the entries when appropriate to suit your identity as a bounty hunter. For instance, your bond might involve other bounty hunters or the organizations or individuals that employ you. Your ideal could be associated with your determination always to catch your quarry or your desire to maintain your reputation for being dependable."
Uthgardt Tribe Member,"Though you might have only recently arrived in civilized lands, you are no stranger to the values of cooperation and group effort when striving for supremacy. You learned these principles, and much more, as a member of an Uthgardt tribe. Your people have always tried to hold to the old ways. Tradition and taboo have kept the Uthgardt strong while the kingdoms of others have collapsed into chaos and ruin. But for the last few generations, some bands among the tribes were tempted to settle, make peace, trade, and even to build towns. Perhaps this is why Uthgar chose to raise up the totems among the people as living embodiments of his power. Perhaps they needed a reminder of who they were and from whence they came. The Chosen of Uthgar led bands back to the old ways, and most of your people abandoned the soft ways of civilization. You might have grown up in one of the tribes that had decided to settle down, and now that they have abandoned that path, you find yourself adrift. Or you might come from a segment of the Uthgardt that adheres to tradition, but you seek to bring glory to your tribe by achieving great things as a formidable adventurer. See the “Uthgardt Lands” section of chapter 2 for details on each tribe’s territory and its activities that will help you choose your affiliation. Skill Proficiencies: Athletics, Survival Tool Proficiencies: One type of musical instrument or artisan’s tools Languages: One of your choice Equipment: A hunting trap, a totemic token or set of tattoos marking your loyalty to Uthgar and your tribal totem, a set of traveler’s clothes, and a pouch containing 10 gp Barbarian Tribes of Faerûn Though this section details the Uthgardt specifically, either it or the outlander background from the Player’s Handbook can be used for a character whose origin lies with one of the other barbarian tribes in Faerûn. You might be a fair-haired barbarian of the Reghed, dwelling in the shadow of the Reghed Glacier in the far North near Icewind Dale. You might also be of the nomadic Rashemi, noted for their savage berserkers and their masked witches. Perhaps you hail from one of the wood elf tribes in the Chondalwood, or the magic-hating human tribes of the sweltering jungles of Chult. Feature: Uthgardt Heritage You have an excellent knowledge of not only your tribe’s territory, but also the terrain and natural resources of the rest of the North. You are familiar enough with any wilderness area that you find twice as much food and water as you normally would when you forage there. Additionally, you can call upon the hospitality of your people, and those folk allied with your tribe, often including members of druid circles, tribes of nomadic elves, the Harpers, and the priesthoods devoted to the gods of the First Circle. Suggested Characteristics Use the tables for the outlander background in the Player’s Handbook as the basis for your traits and motivations, modifying the entries when appropriate to suit your identity as a member of an Uthgardt tribe. Even if you have left your tribe behind (at least for now), you hold to the traditions of your people. You will never cut down a still-living tree, and you may not countenance such an act being done in your presence. The Uthgardt ancestral mounds—great hills where the totem spirits were defeated by Uthgar and where the heroes of the tribes are interred—are sacred to you. Your bond is undoubtedly associated with your tribe or some aspect of Uthgardt philosophy or culture (perhaps even Uthgar himself). Your ideal is a personal choice that probably hews closely to the ethos of your people and certainly doesn’t contradict or compromise what being an Uthgardt stands for."
Volstrucker Agent,"The Volstrucker are a clandestine organization of arcane assassins and enforcers in the service of the Cerberus Assembly. Their operatives bear no official title, but are referred to in hushed tones as “scourgers” by residents of large Dwendalian cities such as Zadash and Rexxentrum. You are a Volstrucker agent. Your duty is to silence dissidents who would undermine the will of King Dwendal—and more importantly, the will of the Assembly. Skill Proficiencies: Deception, Stealth Tool Proficiencies: Poisoner’s kit Languages: One of your choice Equipment: A set of common clothes, a black cloak with a hood, a poisoner’s kit, and a pouch containing 10 gp Tragedy Happy people aren’t selected to join the Volstrucker. The Cerberus Assembly preys upon talented individuals who have been broken by tragedy—in some cases, tragedy that the Volstrucker has arranged for. A slightly broken mind is more easily reshaped and reeducated. Choose the tragedy that set you on this path, or roll on the Tragedies table. Tragedies d6 Tragedy 1 Familicide. Through deceit or manipulation, the Volstrucker convinced you to slaughter your own family. 2 Amnesia. You were forced to study magic so potent that it strained your mind beyond mortal limits, stealing away the memories of your past. 3 Capture. You were captured and tortured by agents of the Kryn Dynasty, and barely escaped. 4 Starvation. A terrible blight afflicted your rural village, and many of your friends and family members starved to death. You survived, but only barely. 5 Disfigurement. One of your arcane experiments went wrong and scarred or dismembered you so gravely that others now shun you. Only the Volstrucker showed you kindness after that day. 6 Vicissitude. You were once the scion of a wealthy family who lost their entire fortune in the blink of an eye. Feature: Shadow Network You have access to the Volstrucker shadow network, which allows you to communicate with other members of the order over long distances. If you write a letter in a special arcane ink, address it to a member of the Volstrucker, and cast it into a fire, the letter will burn to cinders and materialize whole again on the person of the agent you addressed it to. The ink used to send a letter across the shadow network is the same as that used by a wizard to scribe spells in a spellbook. Writing a letter in this ink costs 10 gp per page. Suggested Characteristics Agents of the Volstrucker are groomed to follow orders without question and to kill without mercy. The trauma that brings one into the order can fester even more strongly against the darkness of a Volstrucker agent’s assignments. Officially, no one ever leaves the order—but those desperate enough do whatever it takes to gain some measure of freedom. Volstrucker Agent Personality Traits d6 Personality Trait 1 I prefer to keep my thoughts to myself. 2 I indulge vice in excess to quiet my conscience. 3 I’ve left emotion behind me. I’m now perfectly placid. 4 Some event from the past keeps worming its way into my mind, making me restless. 5 I always keep my word—except when I’m commanded to break it. 6 I laugh off insults and never take them pesonally. Volstrucker Agent Ideals d6 Ideal 1 Order. The will of the crown is absolute. (Law) 2 True Loyalty. The Cerberus Assembly is greater than any power, even the crown. (Law) 3 Death. The penalty for disloyalty is death. (Evil) 4 Determination. I cannot fail. Not ever. (Neutral) 5 Fear. People should not respect power. They should fear it. (Evil) 6 Escape. The Volstrucker are pure evil! I can’t atone for what I’ve done for them, but I can escape with my life. (Any) Volstrucker Agent Bonds d4 Bond 1 The job is all that matters. I will see it through. 2 My orders are important, but my comrades are worth more than anything. I would die for them. 3 Everything I’ve done, I’ve done to protect someone close to me. 4 If the empire falls, all of civilization falls with it. I will hold back chaos and barbarism at any cost. Volstrucker Agent Flaws d4 Flaw 1 I drink to dull the pain in the back of my head. 2 I go a bit mad when I see blood. 3 I can hear the voices of everyone I’ve killed. I see their faces. I can’t be free of these ghosts. 4 Fear is a powerful motivator. I will do whatever it takes to prevent those who know what I am from seeing me fail, and from those I care about from knowing what I am."
Waterdhavian Noble,"You are a scion of one of the great noble families of Waterdeep. Human families who jealously guard their privilege and place in the City of Splendors, Waterdhavian nobles have a reputation across Faerûn for being eccentric, spoiled, venal, and, above all else, rich. Whether you are a shining example of the reason for this reputation or one who proves the rule by being an exception, people expect things of you when they know your surname and what it means. Your reasons for taking up adventuring likely involve your family in some way: Are you the family rebel, who prefers delving in filthy dungeons to sipping zzar at a ball? Or have you taken up sword or spell on your family’s behalf, ensuring that they have someone of renown to see to their legacy? Work with your DM to come up with the family you are part of —there are around seventy-five lineages in Waterdeep, each with its own financial interests, specialties, and schemes. You might be part of the main line of your family, possibly in line to become its leader one day. Or you might be one of any number of cousins, with less prestige but also less responsibility. Skill Proficiencies: History, Persuasion Tool Proficiencies: One type of gaming set or one musical instrument Languages: One of your choice Equipment: A set of fine clothes, a signet ring or brooch, a scroll of pedigree, a skin of fine zzar or wine, and a purse containing 20 gp Feature: Kept in Style While you are in Waterdeep or elsewhere in the North, your house sees to your everyday needs. Your name and signet are sufficient to cover most of your expenses; the inns, taverns, and festhalls you frequent are glad to record your debt and send an accounting to your family’s estate in Waterdeep to settle what you owe. This advantage enables you to live a comfortable lifestyle without having to pay 2 gp a day for it, or reduces the cost of a wealthy or aristocratic lifestyle by that amount. You may not maintain a less affluent lifestyle and use the difference as income—the benefit is a line of credit, not an actual monetary reward. Suggested Characteristics Use the tables for the noble background in the Player’s Handbook as the basis for your traits and motivations, modifying the entries when appropriate to suit your identity as a member of a Waterdhavian family. Like other nobles, you were born and raised in a different world from the one that most folk know—one that grants you privilege but also calls you to fulfill a duty befitting your station. Your bond might be associated with your family alone, or it could be concerned with another noble house that sides with or opposes your own. Your ideal depends to some extent on how you view your role in the family, and how you intend to conduct yourself in the world at large as a representative of your house."
Wayfarer,"Ability Scores Dexterity, Wisdom, Charisma Feat Lucky Skill Proficiencies Insight and Stealth Tool Proficiency Thieves’ Tools Equipment Choose A or B: (A) 2 Daggers, Thieves’ Tools, Gaming Set (any), Bedroll, 2 Pouches, Traveler’s Clothes, 16 GP; or (B) 50 GP You grew up on the streets surrounded by similarly ill-fated castoffs, a few of them friends and a few of them rivals. You slept where you could and did odd jobs for food. At times, when the hunger became unbearable, you resorted to theft. Still, you never lost your pride and never abandoned hope. Fate is not yet finished with you."
Wildspacer,"You were raised in the void of Wildspace—home to asteroid miners, moon farmers, and other hardy folk. Perhaps you grew up in a far-flung settlement such as the Rock of Bral, or you spent your early years on the crew of a spelljamming ship, performing helpful chores such as swabbing the deck, loading and offloading cargo, and scraping barnacles off the hull. Whatever your history, life in Wildspace has toughened you so well that you are as brave as a miniature giant space hamster when it comes to facing the terrors and other challenges of the airless night. Skill Proficiencies: Athletics, Survival Tool Proficiencies: Navigator’s tools, vehicles (space) Equipment: A belaying pin (club), a set of traveler’s clothes, a grappling hook, 50 feet of hempen rope, and a pouch containing 10 gp Close Encounter You had a harrowing encounter with one of Wildspace’s many terrors. You escaped with your life, but the encounter left you with a scar or two, or perhaps a recurring nightmare. Roll on the Close Encounter table to determine which creature nearly got the best of you. Creatures marked with an asterisk appear in Boo’s Astral Menagerie ; the others are described in the Monster Manual . Close Encounter d10 Creature 1 Beholder 2 Cosmic horror * 3 Feyr * 4 Lunar dragon * 5 Mind flayer 6 Neh-thalggu * 7 Neogi * 8 Space clown * 9 Vampirate 10 Void scavver * Feature: Wildspace Adaptation You gain the Tough feat from the Player’s Handbook . In addition, you learned how to adapt to zero gravity. Being weightless doesn’t give you disadvantage on any of your melee attack rolls."
