name,description
Tasha's Custom Lineage,"Instead of choosing one of the game’s races for your character at 1st level, you can use the following traits to represent your character’s lineage, giving you full control over how your character’s origin shaped them: Creature Type. You are a humanoid. You determine your appearance and whether you resemble any of your kin. Size. You are Small or Medium (your choice). Speed. Your base walking speed is 30 feet. Ability Score Increase. One ability score of your choice increases by 2. Feat. You gain one feat of your choice for which you qualify. Variable Trait. You gain one of the following options of your choice: (a) darkvision with a range of 60 feet or (b) proficiency in one skill of your choice. Languages. You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character."
Thri-kreen,"Thri-kreen have insectile features and two pairs of arms. Their bodies are encased in protective chitin. They can alter the coloration of this carapace to blend in with their natural surroundings. Although thri-kreen don’t sleep, they do require periods of inactivity to revitalize themselves. During these periods, they are fully aware of what’s happening around them. Thri-kreen speak by clacking their mandibles and waving their antennae, indicating to other thri-kreen what they are thinking and feeling. Other creatures find this method of communication difficult to interpret and impossible to duplicate. To interact with other folk, thri-kreen rely on a form of telepathy. Thri-kreen Traits As a thri-kreen player character, you have the following traits. Creature Type. You are a Monstrosity. Size. You are Medium or Small. You choose the size when you select this race. Speed. Your walking speed is 30 feet. Chameleon Carapace. While you aren’t wearing armor, your carapace gives you a base Armor Class of 13 + your Dexterity modifier. As an action, you can change the color of your carapace to match the color and texture of your surroundings, giving you advantage on Dexterity (Stealth) checks made to hide in those surroundings. Darkvision. You can see in dim light within 60 feet of yourself as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Secondary Arms. You have two slightly smaller secondary arms below your primary pair of arms. The secondary arms can manipulate an object, open or close a door or container, pick up or set down a Tiny object, or wield a weapon that has the light property. Sleepless. You do not require sleep and can remain conscious during a long rest, though you must still refrain from strenuous activity to gain the benefit of the rest. Thri-kreen Telepathy. Without the assistance of magic, you can’t speak the non-thri-kreen languages you know. Instead you use telepathy to convey your thoughts. You have the magical ability to transmit your thoughts mentally to willing creatures within 120 feet of yourself. A contacted creature doesn’t need to share a language with you to understand your thoughts, but it must be able to understand at least one language. Your telepathic link to a creature is broken if you and the creature move more than 120 feet apart, if either of you is incapacitated, or if either of you mentally breaks the contact (no action required)."
Tiefling,"Creature Type Humanoid Size Medium (about 4–7 feet tall) or Small (about 3–4 feet tall), chosen when you select this species Speed 30 feet Tieflings are either born in the Lower Planes or have fiendish ancestors who originated there. A tiefling (pronounced TEE-fling) is linked by blood to a devil, a demon, or some other Fiend. This connection to the Lower Planes is the tiefling’s fiendish legacy, which comes with the promise of power yet has no effect on the tiefling’s moral outlook. A tiefling chooses whether to embrace or lament their fiendish legacy. The three legacies are described below. Abyssal The entropy of the Abyss, the chaos of Pandemonium, and the despair of Carceri call to tieflings who have the abyssal legacy. Horns, fur, tusks, and peculiar scents are common physical features of such tieflings, most of whom have the blood of demons coursing through their veins. Chthonic Tieflings who have the chthonic legacy feel not only the tug of Carceri but also the greed of Gehenna and the gloom of Hades. Some of these tieflings look cadaverous. Others possess the unearthly beauty of a succubus, or they have physical features in common with a night hag, a yugoloth, or some other Neutral Evil fiendish ancestor. Infernal The infernal legacy connects tieflings not only to Gehenna but also the Nine Hells and the raging battlefields of Acheron. Horns, spines, tails, golden eyes, and a faint odor of sulfur or smoke are common physical features of such tieflings, most of whom trace their ancestry to devils. Tiefling Traits As a Tiefling, you have the following special traits. Darkvision. You have Darkvision with a range of 60 feet. Fiendish Legacy. You are the recipient of a legacy that grants you supernatural abilities. Choose a legacy from the Fiendish Legacies table. You gain the level 1 benefit of the chosen legacy. When you reach character levels 3 and 5, you learn a higher-level spell, as shown on the table. You always have that spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it in that way when you finish a Long Rest . You can also cast the spell using any spell slots you have of the appropriate level. Intelligence , Wisdom , or Charisma is your spellcasting ability for the spells you cast with this trait (choose the ability when you select the legacy). Otherworldly Presence. You know the Thaumaturgy cantrip. When you cast it with this trait, the spell uses the same spellcasting ability you use for your Fiendish Legacy trait. Tiefling Legacies Legacy Abyssal Level 1 You have Resistance to Poison damage. You also know the Poison Spray cantrip. Level 3 Ray of Sickness Level 5 Hold Person Lineage Chthonic Level 1 You have Resistance to Necrotic damage. You also know the Chill Touch cantrip. Level 3 False Life Level 5 Ray of Enfeeblement Lineage Infernal Level 1 You have Resistance to Fire damage. You also know the Fire Bolt cantrip. Level 3 Hellish Rebuke Level 5 Darkness Legacy Level 1 Level 3 Level 5 Abyssal You have Resistance to Poison damage . You also know the Poison Spray cantrip. Ray of Sickness Hold Person Chthonic You have Resistance to Necrotic damage . You also know the Chill Touch cantrip. False Life Ray of Enfeeblement Infernal You have Resistance to Fire damage . You also know the Fire Bolt cantrip. Hellish Rebuke Darkness"
Tortle,"Tortles have a saying: “We wear our homes on our backs.” These turtle folk live on many worlds, most often journeying up and down coasts, along waterways, and across the sea. Tortles don’t have a unified story of how they were created, but they all have a sense of being mystically connected to the natural world. Carrying their shelter on their backs gives tortles a special feeling of security wherever they go, for even if they visit a far, unknown country, they have a place to lay their heads. Tortles exhibit the same range of coloration and patterns found among turtles, and many tortles enjoy adorning their shells in distinctive ways. Tortle Traits As a tortle, you have the following racial traits. Creature Type. You are a Humanoid. Size. You are Medium or Small. You choose the size when you select this race. Speed. Your walking speed is 30 feet. Claws. You have claws that you can use to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier slashing damage, instead of the bludgeoning damage normal for an unarmed strike. Hold Breath. You can hold your breath for up to 1 hour. Natural Armor. Your shell provides you a base AC of 17 (your Dexterity modifier doesn’t affect this number). You can’t wear light, medium, or heavy armor, but if you are using a shield, you can apply the shield’s bonus as normal. Nature’s Intuition. Thanks to your mystical connection to nature, you gain proficiency with one of the following skills of your choice: Animal Handling, Medicine, Nature, Perception, Stealth, or Survival. Shell Defense. You can withdraw into your shell as an action. Until you emerge, you gain a +4 bonus to your AC, and you have advantage on Strength and Constitution saving throws. While in your shell, you are prone, your speed is 0 and can’t increase, you have disadvantage on Dexterity saving throws, you can’t take reactions, and the only action you can take is a bonus action to emerge from your shell."
Triton,"Ah, the tritons. Imagine if the elves spent a few centuries far beneath the sea, where their arrogance and pretension could grow undisturbed. At least the tritons spent that time fighting sahuagin and worse, so you know you can count on them in a fight. —Brego Stoneheart, sea captain Tritons guard the ocean depths, building small settlements beside deep trenches, portals to the elemental planes, and other dangerous spots far from the eyes of land-bound folk. Long-established guardians of the deep ocean floor, in recent years the noble tritons have become increasingly active in the world above. Aquatic Crusaders Centuries ago, tritons entered the world in response to the growing threat of evil elementals. Tritons waged many wars against their enemies on the Plane of Water, driving them into the Darkened Depths where they escaped into the crushing pressure and utter darkness. In time, the tritons noticed that their ancient elemental foes had grown quiet. Expeditions to the depths revealed that krakens, sahuagin, and far worse foes had fled the Plane of Water for the Material Plane. The tritons, driven by a sense of duty and responsibility, would not allow their foes to escape so easily. A great conclave of tritons chose volunteers skilled in weapons and magic as part of an expeditionary force to enter the Material Plane and seek out their enemies. Those tritons spread across the world’s oceans and established protectorates to watch over deep sea trenches, portals, undersea caves, and other locations where their enemies might lurk. They defeated their foes when they found them and drove the rest into hiding. With their foes banished to the deepest reaches of the sea, tritons settled in to watch for any sign of their return. Over time, the tritons extended their stewardship over the sea floor from their initial settlements and built outposts to create trade with other races. Despite this expansion, few folk know of them. Their settlements are so remote even merfolk and sea elves rarely encounter them. Haughty Nobles As a result of their isolation and limited understanding of the Material Plane, tritons can come across as haughty and arrogant. They see themselves as caretakers of the sea, and they expect other creatures to pay them deep respect, if not complete deference. This attitude might grate on others, but it arises from a seed of truth. Few know of the tritons’ great victories over dreadful undersea threats. The tritons make little allowance for such ignorance and are delighted to expound upon the great debt others owe them. Tritons also have a tendency to emerge from their isolation under the assumption that other folk will welcome them as respected allies and mentors. Again, distance drives much of this attitude. The tritons’ limited view of the world leaves them ignorant of the kingdoms, wars, and other struggles of the surface world. Tritons readily see such concerns as minor events, a sideshow to the tritons’ role as the world’s true protectors. Staunch Champions Despite their off-putting manners, tritons are benevolent creatures at heart, convinced that other civilized races deserve their protection. Their attitude might grate, but when pirate fleets prowl the waves or a kraken awakens from its slumber, they are among the first to take up arms to protect others. Tritons readily sacrifice themselves for the common good. They will fight and die for humans, merfolk, and other creatures without question. Their self-absorbed nature makes them overlook the history of other creatures, but they also endure a sense of guilt over allowing the evils of the Plane of Water to enter the Material Plane and threaten its inhabitants. The tritons believe they owe a debt of honor to the world, and they will fight and die to pay it. At times their fervor and ignorance of the world can lead them astray. Tritons encountering other creatures for the first time can underestimate them, leaving the tritons vulnerable to deception. With their strong martial tradition, tritons can sometimes be too eager to leap into a fight. Strangers to the Surface Given their isolation, most tritons have never been to the surface world. They struggle with the idea that they can’t easily move up and down out of water, and the changing of the seasons mystifies them. Tritons also find the variety of social institutions, kingdoms, and other customs bewildering. For all their proud culture, they remain innocent of the surface world. The typical triton protectorate is tightly regimented, organized, and unified around a common cause. A triton on the surface becomes easily confused by the bewildering array of alliances, rivalries, and petty grievances that prevent the surface folk from truly unifying. At its worst, a triton’s arrogance compounds the tendency for the triton not to understand the ways of the surface world. It’s easy for a triton to blame baffling social practices on what the triton perceives as the barbarism, weakness, or cowardice of surface folk. Triton Personality Far from flawless, these champions of good mean well, but they are easily frustrated by others. You can select, roll, or adapt a triton-specific quirk from the Triton Quirks table. Use the quirk to inform how you portray your character. Triton Quirks d6 Quirk 1 You phrase requests as orders that you expect to be obeyed. 2 You are quick to boast of the greatness of your civilization. 3 You learned an antiquated version of Common and drop “thee” and “thou” into your speech. 4 You assume that people are telling you the truth about local customs and expectations. 5 The surface world is a wondrous place, and you catalog all its details in a journal. 6 You mistakenly assume that surface folk know about and are impressed by your people’s history. Triton Names Most triton names have two or three syllables. Male names typically end with a vowel and the letter s, and female names traditionally end with an n. Tritons use their home protectorate as a surname, with the name formed by adding a vowel followed by a “th” to the end of the protectorate’s name. Female Triton Names: Aryn, Belthyn, Duthyn, Feloren, Otanyn, Shalryn, Vlaryn, Wolyn Male Triton Names: Corus, Delnis, Jhimas, Keros, Molos, Nalos, Vodos, Zunis Triton Surnames: Ahlorsath, Pumanath, Vuuvaxath Triton Traits Your triton character has the following racial traits. Ability Score Increase. Your Strength, Constitution, and Charisma scores each increase by 1. Age. Tritons reach maturity around age 15 and can live up to 200 years. Size. Tritons are slightly shorter than humans, averaging about 5 feet tall. Your size is Medium. Speed. Your base walking speed is 30 feet, and you have a swimming speed of 30 feet. Amphibious. You can breathe air and water. Control Air and Water. A child of the sea, you can call on the magic of elemental air and water. You can cast fog cloud with this trait. Starting at 3rd level, you can cast Gust of Wind with it, and starting at 5th level, you can also cast Wall of Water with it. Once you cast a spell with this trait, you can't cast that spell with it again until you finish a long rest. Charisma is your spellcasting ability for these spells. Darkvision. You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Emissary of the Sea. Aquatic beasts have an extraordinary affinity with your people. You can communicate simple ideas with beasts that can breathe water. They can understand the meaning of your words, though you have no special ability to understand them in return. Guardians of the Depths. Adapted to even the most extreme ocean depths, you have resistance to cold damage. Languages. You can speak, read, and write Common and Primordial. Random Height and Weight You may roll for your character’s height and weight. The roll in the Height Modifier column adds a number (in inches) to the character’s base height. To get a weight, multiply the number you rolled for height by the roll in the Weight Modifier column and add the result (in pounds) to the base weight. Base Height Base Weight Height Modifier Weight Modifier 4'6"" 90 lb. +2d10 × (2d4) lb."
Vedalken,"Nothing is perfect. Vedalken not only believe this fact, they rejoice in it. Every imperfection is a chance for improvement, and progress is an endless march toward a state of perfection that can never be reached. This viewpoint leads vedalken to pursue their work with delighted enthusiasm, never deterred by setbacks and excited by every opportunity for improvement. Vedalken are tall and slender, standing almost a head taller than humans on average but weighing about the same. Their hairless skin comes in a range of shades of blue. Their eyes are darker shades of blue or violet. They lack external ears, their noses are broad and flat, and they are partially amphibious. Cool Rationality Despite being talkative, vedalken keep their personal lives private, and they tend to engage more with ideas than with people. They form close friendships based on mutual interests or compelling disagreements, and their interactions dwell on their thoughts about those issues rather than their feelings about them. To members of other races, vedalken often seem cold, even emotionless. That assessment isn’t fair—they feel emotion every bit as intensely as other folk do, but they are skilled at not displaying it. Cool rationality guides their actions, they make and follow careful plans, and they are patient enough to do nothing when the ideal outcome relies on such inaction. Reasoning toward Perfection Their curious intellects and rational minds incline vedalken toward membership in the Azorius Senate , the Simic Combine , and (less often) the Izzet League . Whatever their guild affiliation, they put their intelligence to use in crafting and improving things, whether those things are laws, procedures, or magical sciences. Vedalken believe that the path toward the impossible goal of perfection is paved with bricks of education, careful deliberation, and controlled experimentation. Some vedalken direct their energy toward perfecting themselves, whether by means of Simic bioengineering or through extensive study, and others concentrate on perfecting society through the careful drafting and application of laws. Vedalken Names Vedalken are given names at birth, but usually choose new names for themselves as part of their transition into adulthood. They rarely use family names. Male Names: Aglar, Bellin, Dallid, Firellan, Kavin, Koplony, Lomar, Mathvan, Modar, Nebun, Nhillosh, Nitt, Otrovac, Ovlan, Pelener, Rill, Trivaz, Uldin, Yolov, Zataz Female Names: Azi, Barvisa, Brazia, Direll, Fainn, Griya, Hallia, Katrille, Kovel, Lilla, Mirela, Morai, Nedress, Ossya, Pierenn, Roya, Sestri, Triel, Uzana, Yaraghiya, Zlovol Vedalken Traits Your vedalken character has the following racial traits. Ability Score Increase. Your Intelligence score increases by 2, and your Wisdom score increases by 1. Age. Vedalken mature slower than humans do, reaching maturity around age 40. Their life span is typically 350 years, with some living to the age of 500. Alignment. Vedalken are usually lawful and non-evil. Size. Tall and slender, Vedalken stand 6 to 6½ feet tall on average and usually weigh less than 200 pounds. Your size is Medium. Speed. Your base walking speed is 30 feet. Vedalken Dispassion. You have advantage on all Intelligence, Wisdom, and Charisma saving throws. Tireless Precision. You are proficient in one of the following skills of your choice: Arcana, History, Investigation, Medicine, Performance, or Sleight of Hand. You are also proficient with one tool of your choice. Whenever you make an ability check with the chosen skill or tool, roll a d4 and add the number rolled to the check’s total. Partially Amphibious. By absorbing oxygen through your skin, you can breathe underwater for up to 1 hour. Once you’ve reached that limit, you can’t use this trait again until you finish a long rest. Languages. You can speak, read, and write Common, Vedalken, and one other language of your choice."
Verdan,"Reality is a descent into chaos punctuated by brief flashes of order, whence we arose and so imagine it to be the norm rather than a distant outlier. That-Which-Endures held entropy back for a mere instant, and the Verdan emerged. I’m sorry, was that the question? —K’thriss Drow’b The verdan owe their existence to chaos. Descended and transformed from a large clan of goblins and hobgoblins, those who became the verdan were simply living their lives, doing goblinoid things. But then passing through the shadow of That-Which-Endures changed them forever. Now the newest race to call Faerûn home, the verdan do their best to find their way in an unfamiliar world. Created by Chaos When the power of That-Which-Endures mutated the verdan, their skin was turned the color of jade and their blood began to flow black. Their ears grew pointed, and they gained a limited form of telepathy—but at the cost of forgetting their history. The underground homes of the goblins were places of terror to the new creatures those goblins became, and the verdan quickly fled to the surface and into the sunlight. When they arrived in the new lands of the surface, the verdan found that they were often mistaken for smaller, green-skinned half-elves. Attracting curiosity but no real questions, they have thus been able to make their way reasonably freely in the world. That-Which-Endures That-Which-Endures is a nameless, faceless, mysterious entity, something between a multiverse-spanning primordial spirit and an over-god. It represents the amoral and all-encompassing power of entropy—the force that unknowingly and uncaringly changes order into chaos, and that breaks matter and time down into its component parts so that all can be rebuilt. Some who study this entity claim that it is clearly evil and destructive. Others call it simply a necessary part of the cycle of death and rebirth. In the end, though, That-Which-Endures shows precious little interest in what people say about it. Ongoing Mutations Because the verdan have not dwelled long in the world, they are still discovering new things about themselves. Chief among these discoveries is that their physical forms change as they age, signifying that the mutative power of That-Which-Endures is not done with them. The first verdan emerged from the Underdark as creatures of goblin stature. But they soon learned that their kind were fated to eventually undergo a dramatic, painful, and random growth spurt that sees them transformed to hobgoblin size over a period of days. At the same time, many verdan undergo changes in coloring as they age. Male verdan typically have little to no hair, while females sport shocks of wiry hair that they try to tame in a variety of styles. But the color of any verdan’s hair, skin, and eyes can transform from their original jade tones to pale white, deep ebon, or any other shade in between. A verdan’s ears also undergo numerous spontaneous alterations over their lifetime, from the typical range of point and peak seen among the elves, to huge ears that sweep back from the head like wings, and which are often pierced behind the head with a single ring to keep them from flapping about. Changes in gender are also a known and accepted part of verdan life. These fluid aspects of form and identity are seen as blessings, allowing an individual to experience more of the world and grow in empathy and understanding. There is no pattern to any verdan’s mutations, as verdan from the same family can shift in drastically different ways. The verdan assign no cultural or biological relevance to any particular coloration, physical features, or gender. Cultural Chameleons The clan homes of the Underdark goblinoids who became the verdan covered an enormous area. As the verdan fled to the surface world, they emerged in culturally diverse locations. Some found themselves near dwarven strongholds, others near elven enclaves, and others near the widespread human settlements of Faerûn. Without a cultural identity or memory of their own, the verdan quickly adopted the cultural practices of the areas into which they migrated. Still, a sense of not truly belonging is felt even by verdan who have been welcomed into other cultures. They are often stricken with wanderlust, keeping their possessions limited and easily portable. It is not unusual to see individual verdan or whole families trooping along the roads of the world with their tents and belongings strapped to their backs. Even when they are happily steeped in a culture, the verdan remain on the lookout for oppression and curtailment of freedoms. They understand the need for laws that protect, but they rail against laws that restrict and oppress—especially those designed to protect the power and wealth of the elite. When living among enlightened folk, verdan are still the first to speak out against cultural restraints on individuals, particularly those based on physical characteristics such as gender, race, or appearance. Wide-Eyed and Curious Verdan are hungry to undertake new challenges and absorb new experiences. When they meet other verdan who have traveled to different parts of the world, they drop everything to spend as long as possible sharing stories and observations from their respective travels. However, their inexperience in the world and their racial amnesia sometimes lends the verdan a kind of innocence that works against them. Some are credulous and easily fooled by hucksters, but most verdan have an intuition bred by empathy that helps them eventually sort out those who are sincere from those who are not. Verdan Names The oldest verdan names spring from goblinoid traditions, but more recent names reflect the character of the different cultures these folk have encountered since coming out into the sunlight. When a group of verdan live near dwarves, they might take on more dwarven-sounding names, only to change those names when they wander into a human area. A verdan is also not hesitant to change their name as their physical appearance changes—or, indeed, whenever the mood strikes them. Verdan make no differentiation between male, female, and family names, and often eschew family names altogether. Verdan Names: Bronn, Crahma, Dolar, Dreeda, Duglee, Gruvald, Hulm, Jeal, Kalo, Klesh, Korm, Lathi, Ovlig, Paracii, Pils, Praet, Promul, Reezni, Rin, Shylk, Slyra, Sollo, Stalsii, Stromvo, Stussa, Syrkart, Takat, Toit, Tubyna, Varr, Veriga, Wraq, Wural, Wurxee Verdan Traits Verdan characters have a number of traits in common with others of their kind. Ability Score Increase. Your Constitution score increases by 1, and your Charisma score increases by 2. Age. Verdan reach adulthood at around the age of 24, and it is thought that they might live to nearly 200 years old. However, because no verdan has died of old age since the race’s initial creation, their upper age limits remain subject to speculation. Alignment. Verdan are generally good, although their absence of racial identity and shared history can sometimes see individual verdan become untethered from any moral or ethical framework. Size. Verdan start out similar in size to the goblins they were created from, ranging from 3 to 4 feet in height. But at some point after reaching maturity, each verdan undergoes a sudden growth spurt of 2 feet or more. At 1st level, you are a Small creature. When you reach 5th level, you become a Medium creature. Speed. Your base walking speed is 30 feet. Black Blood Healing. The black blood that is a sign of your people’s connection to That-Which-Endures boosts your natural healing. When you roll a 1 or 2 on any Hit Die you spend at the end of a short rest, you can reroll the die and must use the new roll. Limited Telepathy. You can telepathically speak to any creature you can see within 30 feet of you. You don’t need to share a language with the creature for it to understand your telepathy, but it must be able to understand at least one language. This process of communication is slow and limited, allowing you to transmit and receive only simple ideas and straightforward concepts. Persuasive. Your people’s lack of history makes you trustworthy and humble. You have proficiency in the Persuasion skill. Telepathic Insight. Your mind’s connection to the world around you strengthens your will. You have advantage on all Wisdom and Charisma saving throws. Languages. You speak, read, and write Common, Goblin, and one additional language of your choice. This language typically has some connection to one of the areas or cultures that has been part of your life. Underlying Improvements When a verdan character gains an ability score improvement at certain levels, that increase can be tied to a physical mutation at the player’s determination. A boost to Strength might be accompanied by a growth spurt and the development of rippling muscle, while an increase in Intelligence might produce a stylishly large forehead."
Warforged,"“Pierce was built by design, while you were built by accident,” Lakashtai said. “The soul is what matters, not the shape of the vessel.” “What makes you think he has a soul?” Gerrion said. “What makes you think you do?” —Keith Baker, The Shattered Land Living Steel and Stone The warforged were built to fight in the Last War. While the first warforged were mindless automatons, House Cannith devoted vast resources to improving these steel soldiers. An unexpected breakthrough produced sapient soldiers, giving rise to what some have only grudgingly accepted as a new species. Warforged are made from wood and metal, but they can feel pain and emotion. Built as weapons, they must now find a purpose beyond war. A warforged can be a steadfast ally, a cold-hearted killer, or a visionary in search of meaning. Warforged are formed from a blend of organic and inorganic materials. Root-like cords infused with alchemical fluids serve as their muscles, wrapped around a framework of steel, darkwood, or stone. Armored plates form a protective outer shell and reinforce joints. Warforged share a common facial design, with a hinged jaw and crystal eyes embedded beneath a reinforced brow ridge. Beyond these common elements of warforged design, the precise materials and build of a warforged vary based on the purpose for which it was designed. Although they were manufactured, warforged are living humanoids. Resting, healing magic, and the Medicine skill all provide the same benefits to warforged that they do to other humanoids. Warforged Personality The warforged were built to serve and to fight. For most of their existence, warforged had a clearly defined function and were encouraged to focus purely on that role. The Treaty of Thronehold gave them freedom, but many still struggle both to find a place in the post-war world and to relate to the creatures who created them. The typical warforged shows little emotion. Many warforged embrace a concrete purpose—such as protecting allies, completing a contract, or exploring a land—and embrace this task as they once did war. However, there are warforged who delight in exploring their feelings, their freedom, and their relationships with others. Most warforged have no interest in religion, but some embrace faith and mysticism, seeking higher purpose and deeper meaning. The typical warforged has a sexless body shape. Some warforged ignore the concept of gender entirely, while others adopt a gender identity. The more a warforged develops its individuality, the more likely it is to modify its body, seeking out an artificer to customize the look of its face, limbs, and plating. Quirks Warforged often display an odd personality trait or two, given how new they are to the world. The Warforged Quirks table contains example quirks. Warforged Quirks d8 Quirk 1 You analyze—out loud—the potential threat posed by every creature you meet. 2 You often misread emotional cues. 3 You are fiercely protective of your friends. 4 You try to apply wartime discipline to every situation. 5 You don’t know how to filter your feelings and are prone to dramatic emotional outbursts. 6 You don’t understand clothing beyond its utility and assume it denotes a person’s function. 7 You are obsessed with your appearance and constantly polish and buff yourself. 8 War is the only thing that makes sense to you, and you’re always looking for a fight. Warforged Names Most warforged were assigned numerical designations for use in military service. Many of them adopted nicknames, often given to them by their comrades. As independent individuals, some have chosen new names as a way to express their path in life. A few take on human names, often the name of a fallen friend or mentor. Warforged Names: Anchor, Banner, Bastion, Blade, Blue, Bow, Cart, Church, Crunch, Crystal, Dagger, Dent, Five, Glaive, Hammer, Iron, Lucky, Mace, Oak, Onyx, Pants, Pierce, Red, Rod, Rusty, Scout, Seven, Shield, Slash, Smith, Spike, Temple, Vault, Wall Warforged Traits Your warforged character has the following traits. A few of the traits give you a choice; consider how your choice reflects the purpose for which your character was built. Ability Score Increase. Your Constitution score increases by 2, and one other ability score of your choice increases by 1. Age. A typical warforged is between two and thirty years old. The maximum warforged lifespan remains a mystery; so far, warforged have shown no signs of deterioration due to age. You are immune to magical aging effects. Alignment. Most warforged take comfort in order and discipline, tending toward law and neutrality. But some have absorbed the morality, or lack thereof, of the beings with which they served. Size. Your size is Medium. To set your height and weight randomly, start with rolling a size modifier: Size modifier = 2d6 Height = 5 feet + 10 inches + your size modifier in inches Weight in pounds = 270 + (4 × your size modifier) Speed. Your base walking speed is 30 feet. Constructed Resilience. You were created to have remarkable fortitude, represented by the following benefits: You have advantage on saving throws against being poisoned, and you have resistance to poison damage. You don’t need to eat, drink, or breathe. You are immune to disease. You don’t need to sleep, and magic can’t put you to sleep. Sentry’s Rest. When you take a long rest, you must spend at least six hours in an inactive, motionless state, rather than sleeping. In this state, you appear inert, but it doesn’t render you unconscious, and you can see and hear as normal. Integrated Protection. Your body has built-in defensive layers, which can be enhanced with armor: You gain a +1 bonus to Armor Class. You can don only armor with which you have proficiency. To don armor other than a shield, you must incorporate it into your body over the course of 1 hour, during which you remain in contact with the armor. To doff armor, you must spend 1 hour removing it. You can rest while donning or doffing armor in this way. While you live, the armor incorporated into your body can’t be removed from your body against your will. Specialized Design. You gain one skill proficiency and one tool proficiency of your choice. Languages. You can speak, read, and write Common and one other language of your choice."
Water Genasi,"Genasi Tracing their ancestry to the genies of the Elemental Planes, each genasi can tap into the power of one of the elements. Air, earth, fire, and water—these are the four pillars of the Material Plane and the four types of genasi. Some genasi are direct descendants of a genie, while others were born to non-genasi parents who lived near a place suffused by a genie’s magic. A typical genasi has a life span of 120 years. Water Genasi Traits Water genasi descend from marids, aquatic genies from the Elemental Plane of Water. Water genasi are perfectly suited to life underwater and carry the power of the waves inside themselves. Their skin is often shades of blue or green, sometimes a blend of the two. If they have a human skin tone, there is a glistening texture that catches the light, like water droplets or nearly invisible fish scales. Their hair can resemble seaweed, waving as if in a current, or it can even be like water itself. As a water genasi, you have the following traits. Creature Type. You are a Humanoid. Size. You are Medium or Small. You choose the size when you select this race. Speed. Your walking speed is 30 feet, and you have a swimming speed equal to your walking speed. Acid Resistance. You have resistance to acid damage. Amphibious. You can breathe air and water. Call to the Wave. You know the acid splash cantrip. Starting at 3rd level, you can cast the create or destroy water spell with this trait. Starting at 5th level, you can also cast the water walk spell with this trait, without requiring a material component. Once you cast create or destroy water or water walk with this trait, you can’t cast that spell with it again until you finish a long rest. You can also cast either of those spells using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race). Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray."
Yuan-ti,"Yuan-ti were originally humans who transformed themselves into serpent folk through ancient rituals. Most yuan-ti were corrupted into monsters by those rites, but some yuan-ti instead became a new people who mix characteristics of humans and snakes. Blessed with resistance to magical and poisonous effects by the rituals that created them, each of these yuan-ti manifests their serpentine heritage in a variety of ways: a forked tongue, snake eyes, a snakelike nose, or some other ophidian characteristic. However a yuan-ti looks, they have the power to pursue great good or evil in the multiverse. Yuan-ti Traits As a yuan-ti, you have the following racial traits. Creature Type. You are a Humanoid. Size. You are Medium or Small. You choose the size when you select this race. Speed. Your walking speed is 30 feet. Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Magic Resistance. You have advantage on saving throws against spells. Poison Resilience. You have advantage on saving throws you make to avoid or end the poisoned condition on yourself. You also have resistance to poison damage. Serpentine Spellcasting. You know the poison spray cantrip. You can cast animal friendship an unlimited number of times with this trait, but you can target only snakes with it. Starting at 3rd level, you can also cast suggestion with this trait. Once you cast it, you can’t do so again until you finish a long rest. You can also cast it using any spell slots you have of 2nd level or higher. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race)."
Yuan-ti Pureblood,"Yuan-ti Pureblood Traits Your yuan-ti pureblood character—called a pureblood for short—has the following racial traits. Ability Score Increase. Your Charisma score increases by 2, and your Intelligence score increases by 1. Age. Purebloods mature at the same rate as humans and have lifespans similar in length to theirs. Alignment. Purebloods are devoid of emotion and see others as tools to manipulate. They care little for law or chaos and are typically neutral evil. Size. Purebloods match humans in average size and weight. Your size is Medium. Speed. Your base walking speed is 30 feet. Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray. Innate Spellcasting. You know the poison spray cantrip. You can cast animal friendship an unlimited number of times with this trait, but you can target only snakes with it. Starting at 3rd level, you can also cast suggestion with this trait. Once you cast it, you can’t do so again until you finish a long rest. Charisma is your spellcasting ability for these spells. Magic Resistance. You have advantage on saving throws against spells and other magical effects. Poison Immunity. You are immune to poison damage and the poisoned condition. Languages. You can speak, read, and write Common, Abyssal, and Draconic."
